x,y,r,g,b
1,25,254,254,254
2,25,0,0,0
3,25,0,0,0
4,25,0,0,0
5,25,0,0,0
6,25,252,0,0
7,25,252,0,0
8,25,252,0,0
9,25,252,0,0
10,25,254,254,254
11,25,254,254,254
12,25,254,254,254
13,25,254,254,254
14,25,254,254,254
15,25,254,254,254
16,25,252,0,0
17,25,252,0,0
18,25,252,0,0
19,25,252,0,0
20,25,0,0,0
21,25,0,0,0
22,25,0,0,0
23,25,0,0,0
24,25,254,254,254
25,25,254,254,254
26,25,254,254,254
27,25,254,254,254
28,25,0,0,0
29,25,0,0,0
30,25,0,0,0
31,25,0,0,0
0,26,254,254,254
1,26,254,254,254
2,26,252,252,251
3,26,252,252,251
4,26,0,0,0
5,26,0,0,0
6,26,0,0,0
7,26,0,0,0
8,26,254,254,254
9,26,254,254,254
10,26,254,254,254
11,26,254,254,254
12,26,254,254,254
13,26,254,254,254
14,26,254,254,254
15,26,254,254,254
16,26,254,254,254
17,26,254,254,254
18,26,252,0,0
19,26,252,0,0
20,26,252,0,0
21,26,252,0,0
22,26,0,0,0
23,26,0,0,0
24,26,0,0,0
25,26,0,0,0
26,26,0,0,0
27,26,0,0,0
28,26,0,0,0
29,26,0,0,0
30,26,254,254,254
31,26,254,254,254
0,27,254,254,254
1,27,254,254,254
2,27,254,254,254
3,27,254,254,254
4,27,0,0,0
5,27,0,0,0
6,27,0,0,0
7,27,0,0,0
8,27,254,254,254
9,27,254,254,254
10,27,254,254,254
11,27,254,254,254
12,27,254,254,254
13,27,254,254,254
14,27,254,254,254
15,27,254,254,254
16,27,254,254,254
17,27,254,254,254
18,27,252,0,0
19,27,252,0,0
20,27,252,0,0
21,27,252,0,0
22,27,0,0,0
23,27,0,0,0
24,27,0,0,0
25,27,0,0,0
26,27,0,0,0
27,27,0,0,0
28,27,0,0,0
29,27,0,0,0
30,27,254,254,254
31,27,254,254,254
0,28,254,254,254
1,28,254,254,254
2,28,254,254,254
3,28,254,254,254
4,28,252,252,251
5,28,252,252,251
6,28,0,0,0
7,28,0,0,0
8,28,0,0,0
9,28,0,0,0
10,28,0,0,0
11,28,0,0,0
12,28,0,0,0
13,28,254,254,254
14,28,254,254,254
15,28,254,254,254
16,28,254,254,254
17,28,254,254,254
18,28,252,0,0
19,28,252,0,0
20,28,252,0,0
21,28,252,0,0
22,28,0,0,0
23,28,0,0,0
24,28,0,0,0
25,28,0,0,0
26,28,254,254,254
27,28,254,254,254
28,28,254,254,254
29,28,254,254,254
30,28,254,254,254
31,28,254,254,254
0,29,254,254,254
1,29,254,254,254
2,29,254,254,254
3,29,254,254,254
4,29,254,254,254
5,29,254,254,254
6,29,0,0,0
7,29,0,0,0
8,29,0,0,0
9,29,0,0,0
10,29,0,0,0
11,29,0,0,0
12,29,0,0,0
13,29,254,254,254
14,29,254,254,254
15,29,254,254,254
16,29,254,254,254
17,29,254,254,254
18,29,252,0,0
19,29,252,0,0
20,29,252,0,0
21,29,252,0,0
22,29,0,0,0
23,29,0,0,0
24,29,0,0,0
25,29,0,0,0
26,29,254,254,254
27,29,254,254,254
28,29,254,254,254
29,29,254,254,254
30,29,254,254,254
31,29,254,254,254
0,30,254,254,254
1,30,254,254,254
2,30,254,254,254
3,30,254,254,254
4,30,254,254,254
5,30,254,254,254
6,30,254,254,254
7,30,254,254,254
8,30,254,254,254
9,30,254,254,254
10,30,0,0,0
11,30,0,0,0
12,30,0,0,0
13,30,0,0,0
14,30,0,0,0
15,30,0,0,0
16,30,0,0,0
17,30,0,0,0
18,30,0,0,0
19,30,0,0,0
20,30,0,0,0
21,30,0,0,0
22,30,0,0,0
23,30,0,0,0
24,30,254,254,254
25,30,254,254,254
26,30,254,254,254
27,30,254,254,254
28,30,254,254,254
29,30,254,254,254
30,30,254,254,254
31,30,254,254,254
0,31,254,254,254
1,31,254,254,254
2,31,254,254,254
3,31,254,254,254
4,31,254,254,254
5,31,254,254,254
6,31,254,254,254
7,31,254,254,254
8,31,254,254,254
9,31,254,254,254
10,31,0,0,0
11,31,0,0,0
12,31,0,0,0
13,31,0,0,0
14,31,0,0,0
15,31,0,0,0
16,31,0,0,0
17,31,0,0,0
18,31,0,0,0
19,31,0,0,0
20,31,0,0,0
21,31,0,0,0
22,31,0,0,0
23,31,0,0,0
24,31,254,254,254
25,31,254,254,254
26,31,254,254,254
27,31,254,254,254
28,31,254,254,254
29,31,254,254,254
30,31,254,254,254
31,31,254,254,254
